Model Name,ML Task,Is Training,Operation,Input Dims,Input Type
MAFT-Plus Custom,Open-Vocabulary Panoptic Segmentation,False,aten::div,"[[1, 18375, 8, 3, 4, 2], [1, 1, 1, 3, 1, 2]]","['float', 'long int']"
MAFT-Plus Custom,Open-Vocabulary Panoptic Segmentation,False,aten::add,"[[1, 18375, 1, 3, 1, 2], [1, 18375, 8, 3, 4, 2], []]","['float', 'float', 'Scalar']"
MAFT-Plus Custom,Open-Vocabulary Panoptic Segmentation,False,MSDeformAttnFunction,"[[1, 18375, 8, 32], [3, 2], [3], [1, 18375, 8, 3, 4, 2], [1, 18375, 8, 3, 4]]","['float', 'long int', 'long int', 'float', 'float']"
MAFT-Plus Custom,Open-Vocabulary Panoptic Segmentation,False,aten::dropout,"[[1, 18375, 256], [], []]","['float', 'Scalar', 'Scalar']"
MAFT-Plus Custom,Open-Vocabulary Panoptic Segmentation,False,aten::add,"[[1, 18375, 256], [1, 18375, 256], []]","['float', 'float', 'Scalar']"
MAFT-Plus Custom,Open-Vocabulary Panoptic Segmentation,False,aten::native_layer_norm,"[[1, 18375, 256], [], [256], [256], []]","['float', '', 'float', 'float', 'Scalar']"
MAFT-Plus Custom,Open-Vocabulary Panoptic Segmentation,False,aten::clamp_min,"[[1, 18375, 1024], []]","['float', 'Scalar']"
MAFT-Plus Custom,Open-Vocabulary Panoptic Segmentation,False,aten::dropout,"[[1, 18375, 1024], [], []]","['float', 'Scalar', 'Scalar']"
MAFT-Plus Custom,Open-Vocabulary Panoptic Segmentation,False,aten::dropout,"[[1, 18375, 256], [], []]","['float', 'Scalar', 'Scalar']"
MAFT-Plus Custom,Open-Vocabulary Panoptic Segmentation,False,aten::add,"[[1, 18375, 256], [1, 18375, 256], []]","['float', 'float', 'Scalar']"
MAFT-Plus Custom,Open-Vocabulary Panoptic Segmentation,False,aten::native_layer_norm,"[[1, 18375, 256], [], [256], [256], []]","['float', '', 'float', 'float', 'Scalar']"
MAFT-Plus Custom,Open-Vocabulary Panoptic Segmentation,False,aten::add,"[[1, 18375, 256], [1, 18375, 256], []]","['float', 'float', 'Scalar']"
MAFT-Plus Custom,Open-Vocabulary Panoptic Segmentation,False,aten::select,"[[3, 2], [], []]","['long int', 'Scalar', 'Scalar']"
MAFT-Plus Custom,Open-Vocabulary Panoptic Segmentation,False,aten::mul,"[[3], [3]]","['long int', 'long int']"
MAFT-Plus Custom,Open-Vocabulary Panoptic Segmentation,False,aten::_softmax,"[[1, 18375, 8, 12], [], []]","['float', 'Scalar', 'Scalar']"
MAFT-Plus Custom,Open-Vocabulary Panoptic Segmentation,False,aten::div,"[[1, 18375, 8, 3, 4, 2], [1, 1, 1, 3, 1, 2]]","['float', 'long int']"
MAFT-Plus Custom,Open-Vocabulary Panoptic Segmentation,False,aten::add,"[[1, 18375, 1, 3, 1, 2], [1, 18375, 8, 3, 4, 2], []]","['float', 'float', 'Scalar']"
MAFT-Plus Custom,Open-Vocabulary Panoptic Segmentation,False,MSDeformAttnFunction,"[[1, 18375, 8, 32], [3, 2], [3], [1, 18375, 8, 3, 4, 2], [1, 18375, 8, 3, 4]]","['float', 'long int', 'long int', 'float', 'float']"
MAFT-Plus Custom,Open-Vocabulary Panoptic Segmentation,False,aten::dropout,"[[1, 18375, 256], [], []]","['float', 'Scalar', 'Scalar']"
MAFT-Plus Custom,Open-Vocabulary Panoptic Segmentation,False,aten::add,"[[1, 18375, 256], [1, 18375, 256], []]","['float', 'float', 'Scalar']"
MAFT-Plus Custom,Open-Vocabulary Panoptic Segmentation,False,aten::native_layer_norm,"[[1, 18375, 256], [], [256], [256], []]","['float', '', 'float', 'float', 'Scalar']"
MAFT-Plus Custom,Open-Vocabulary Panoptic Segmentation,False,aten::clamp_min,"[[1, 18375, 1024], []]","['float', 'Scalar']"
MAFT-Plus Custom,Open-Vocabulary Panoptic Segmentation,False,aten::dropout,"[[1, 18375, 1024], [], []]","['float', 'Scalar', 'Scalar']"
MAFT-Plus Custom,Open-Vocabulary Panoptic Segmentation,False,aten::dropout,"[[1, 18375, 256], [], []]","['float', 'Scalar', 'Scalar']"
MAFT-Plus Custom,Open-Vocabulary Panoptic Segmentation,False,aten::add,"[[1, 18375, 256], [1, 18375, 256], []]","['float', 'float', 'Scalar']"
MAFT-Plus Custom,Open-Vocabulary Panoptic Segmentation,False,aten::native_layer_norm,"[[1, 18375, 256], [], [256], [256], []]","['float', '', 'float', 'float', 'Scalar']"
MAFT-Plus Custom,Open-Vocabulary Panoptic Segmentation,False,aten::add,"[[1, 18375, 256], [1, 18375, 256], []]","['float', 'float', 'Scalar']"
MAFT-Plus Custom,Open-Vocabulary Panoptic Segmentation,False,aten::select,"[[3, 2], [], []]","['long int', 'Scalar', 'Scalar']"
MAFT-Plus Custom,Open-Vocabulary Panoptic Segmentation,False,aten::mul,"[[3], [3]]","['long int', 'long int']"
MAFT-Plus Custom,Open-Vocabulary Panoptic Segmentation,False,aten::_softmax,"[[1, 18375, 8, 12], [], []]","['float', 'Scalar', 'Scalar']"
MAFT-Plus Custom,Open-Vocabulary Panoptic Segmentation,False,aten::select,"[[3, 2], [], []]","['long int', 'Scalar', 'Scalar']"
MAFT-Plus Custom,Open-Vocabulary Panoptic Segmentation,False,aten::div,"[[1, 18375, 8, 3, 4, 2], [1, 1, 1, 3, 1, 2]]","['float', 'long int']"
MAFT-Plus Custom,Open-Vocabulary Panoptic Segmentation,False,aten::add,"[[1, 18375, 1, 3, 1, 2], [1, 18375, 8, 3, 4, 2], []]","['float', 'float', 'Scalar']"
MAFT-Plus Custom,Open-Vocabulary Panoptic Segmentation,False,MSDeformAttnFunction,"[[1, 18375, 8, 32], [3, 2], [3], [1, 18375, 8, 3, 4, 2], [1, 18375, 8, 3, 4]]","['float', 'long int', 'long int', 'float', 'float']"
MAFT-Plus Custom,Open-Vocabulary Panoptic Segmentation,False,aten::dropout,"[[1, 18375, 256], [], []]","['float', 'Scalar', 'Scalar']"
MAFT-Plus Custom,Open-Vocabulary Panoptic Segmentation,False,aten::add,"[[1, 18375, 256], [1, 18375, 256], []]","['float', 'float', 'Scalar']"
MAFT-Plus Custom,Open-Vocabulary Panoptic Segmentation,False,aten::native_layer_norm,"[[1, 18375, 256], [], [256], [256], []]","['float', '', 'float', 'float', 'Scalar']"
MAFT-Plus Custom,Open-Vocabulary Panoptic Segmentation,False,aten::clamp_min,"[[1, 18375, 1024], []]","['float', 'Scalar']"
MAFT-Plus Custom,Open-Vocabulary Panoptic Segmentation,False,aten::dropout,"[[1, 18375, 1024], [], []]","['float', 'Scalar', 'Scalar']"
MAFT-Plus Custom,Open-Vocabulary Panoptic Segmentation,False,aten::dropout,"[[1, 18375, 256], [], []]","['float', 'Scalar', 'Scalar']"
MAFT-Plus Custom,Open-Vocabulary Panoptic Segmentation,False,aten::add,"[[1, 18375, 256], [1, 18375, 256], []]","['float', 'float', 'Scalar']"
MAFT-Plus Custom,Open-Vocabulary Panoptic Segmentation,False,aten::native_layer_norm,"[[1, 18375, 256], [], [256], [256], []]","['float', '', 'float', 'float', 'Scalar']"
MAFT-Plus Custom,Open-Vocabulary Panoptic Segmentation,False,aten::select,"[[3], [], []]","['long int', 'Scalar', 'Scalar']"
MAFT-Plus Custom,Open-Vocabulary Panoptic Segmentation,False,aten::select,"[[3], [], []]","['long int', 'Scalar', 'Scalar']"
MAFT-Plus Custom,Open-Vocabulary Panoptic Segmentation,False,aten::select,"[[3, 2], [], []]","['long int', 'Scalar', 'Scalar']"
MAFT-Plus Custom,Open-Vocabulary Panoptic Segmentation,False,aten::select,"[[3, 2], [], []]","['long int', 'Scalar', 'Scalar']"
MAFT-Plus Custom,Open-Vocabulary Panoptic Segmentation,False,aten::select,"[[2], [], []]","['long int', 'Scalar', 'Scalar']"
MAFT-Plus Custom,Open-Vocabulary Panoptic Segmentation,False,aten::select,"[[2], [], []]","['long int', 'Scalar', 'Scalar']"
MAFT-Plus Custom,Open-Vocabulary Panoptic Segmentation,False,aten::cudnn_convolution,"[[1, 192, 200, 280], [256, 192, 1, 1], [], [], [], [], [], [], []]","['float', 'float', '', '', '', 'Scalar', 'Scalar', 'Scalar', 'Scalar']"
MAFT-Plus Custom,Open-Vocabulary Panoptic Segmentation,False,aten::upsample_bilinear2d,"[[1, 256, 100, 140], [], [], [], []]","['float', '', 'Scalar', '', '']"
MAFT-Plus Custom,Open-Vocabulary Panoptic Segmentation,False,aten::add,"[[1, 256, 200, 280], [1, 256, 200, 280], []]","['float', 'float', 'Scalar']"
MAFT-Plus Custom,Open-Vocabulary Panoptic Segmentation,False,aten::cudnn_convolution,"[[1, 256, 200, 280], [256, 256, 3, 3], [], [], [], [], [], [], []]","['float', 'float', '', '', '', 'Scalar', 'Scalar', 'Scalar', 'Scalar']"
MAFT-Plus Custom,Open-Vocabulary Panoptic Segmentation,False,aten::clamp_min,"[[1, 256, 200, 280], []]","['float', 'Scalar']"
MAFT-Plus Custom,Open-Vocabulary Panoptic Segmentation,False,aten::cudnn_convolution,"[[1, 256, 200, 280], [256, 256, 1, 1], [], [], [], [], [], [], []]","['float', 'float', '', '', '', 'Scalar', 'Scalar', 'Scalar', 'Scalar']"
MAFT-Plus Custom,Open-Vocabulary Panoptic Segmentation,False,aten::add_,"[[1, 256, 200, 280], [1, 256, 1, 1], []]","['float', 'float', 'Scalar']"
MAFT-Plus Custom,Open-Vocabulary Panoptic Segmentation,False,aten::bitwise_not,"[[1, 25, 35]]",['bool']
MAFT-Plus Custom,Open-Vocabulary Panoptic Segmentation,False,aten::add,"[[1, 1, 35], [], []]","['float', 'double', 'Scalar']"
MAFT-Plus Custom,Open-Vocabulary Panoptic Segmentation,False,aten::div,"[[1, 25, 35], [1, 1, 35]]","['float', 'float']"
MAFT-Plus Custom,Open-Vocabulary Panoptic Segmentation,False,aten::mul,"[[1, 25, 35], []]","['float', 'double']"
MAFT-Plus Custom,Open-Vocabulary Panoptic Segmentation,False,aten::add,"[[1, 25, 1], [], []]","['float', 'double', 'Scalar']"
MAFT-Plus Custom,Open-Vocabulary Panoptic Segmentation,False,aten::div,"[[1, 25, 35], [1, 25, 1]]","['float', 'float']"
MAFT-Plus Custom,Open-Vocabulary Panoptic Segmentation,False,aten::mul,"[[1, 25, 35], []]","['float', 'double']"
MAFT-Plus Custom,Open-Vocabulary Panoptic Segmentation,False,aten::div,"[[128], [], []]","['float', 'long int', '']"
MAFT-Plus Custom,Open-Vocabulary Panoptic Segmentation,False,aten::mul,"[[128], []]","['float', 'long int']"
MAFT-Plus Custom,Open-Vocabulary Panoptic Segmentation,False,aten::div,"[[128], []]","['float', 'long int']"
MAFT-Plus Custom,Open-Vocabulary Panoptic Segmentation,False,aten::pow,"[[], [128]]","['float', 'float']"
MAFT-Plus Custom,Open-Vocabulary Panoptic Segmentation,False,aten::div,"[[1, 25, 35, 1], [128]]","['float', 'float']"
MAFT-Plus Custom,Open-Vocabulary Panoptic Segmentation,False,aten::div,"[[1, 25, 35, 1], [128]]","['float', 'float']"
MAFT-Plus Custom,Open-Vocabulary Panoptic Segmentation,False,aten::sin,"[[1, 25, 35, 64]]",['float']
MAFT-Plus Custom,Open-Vocabulary Panoptic Segmentation,False,aten::cos,"[[1, 25, 35, 64]]",['float']
MAFT-Plus Custom,Open-Vocabulary Panoptic Segmentation,False,aten::sin,"[[1, 25, 35, 64]]",['float']
MAFT-Plus Custom,Open-Vocabulary Panoptic Segmentation,False,aten::cos,"[[1, 25, 35, 64]]",['float']
MAFT-Plus Custom,Open-Vocabulary Panoptic Segmentation,False,aten::add,"[[1, 256, 875], [1, 256, 1], []]","['float', 'float', 'Scalar']"
MAFT-Plus Custom,Open-Vocabulary Panoptic Segmentation,False,aten::bitwise_not,"[[1, 50, 70]]",['bool']
MAFT-Plus Custom,Open-Vocabulary Panoptic Segmentation,False,aten::add,"[[1, 1, 70], [], []]","['float', 'double', 'Scalar']"
MAFT-Plus Custom,Open-Vocabulary Panoptic Segmentation,False,aten::div,"[[1, 50, 70], [1, 1, 70]]","['float', 'float']"
MAFT-Plus Custom,Open-Vocabulary Panoptic Segmentation,False,aten::mul,"[[1, 50, 70], []]","['float', 'double']"
MAFT-Plus Custom,Open-Vocabulary Panoptic Segmentation,False,aten::add,"[[1, 50, 1], [], []]","['float', 'double', 'Scalar']"
MAFT-Plus Custom,Open-Vocabulary Panoptic Segmentation,False,aten::div,"[[1, 50, 70], [1, 50, 1]]","['float', 'float']"
MAFT-Plus Custom,Open-Vocabulary Panoptic Segmentation,False,aten::mul,"[[1, 50, 70], []]","['float', 'double']"
MAFT-Plus Custom,Open-Vocabulary Panoptic Segmentation,False,aten::div,"[[128], [], []]","['float', 'long int', '']"
MAFT-Plus Custom,Open-Vocabulary Panoptic Segmentation,False,aten::mul,"[[128], []]","['float', 'long int']"
MAFT-Plus Custom,Open-Vocabulary Panoptic Segmentation,False,aten::div,"[[128], []]","['float', 'long int']"
MAFT-Plus Custom,Open-Vocabulary Panoptic Segmentation,False,aten::pow,"[[], [128]]","['float', 'float']"
MAFT-Plus Custom,Open-Vocabulary Panoptic Segmentation,False,aten::div,"[[1, 50, 70, 1], [128]]","['float', 'float']"
MAFT-Plus Custom,Open-Vocabulary Panoptic Segmentation,False,aten::div,"[[1, 50, 70, 1], [128]]","['float', 'float']"
MAFT-Plus Custom,Open-Vocabulary Panoptic Segmentation,False,aten::sin,"[[1, 50, 70, 64]]",['float']
MAFT-Plus Custom,Open-Vocabulary Panoptic Segmentation,False,aten::cos,"[[1, 50, 70, 64]]",['float']
MAFT-Plus Custom,Open-Vocabulary Panoptic Segmentation,False,aten::sin,"[[1, 50, 70, 64]]",['float']
MAFT-Plus Custom,Open-Vocabulary Panoptic Segmentation,False,aten::cos,"[[1, 50, 70, 64]]",['float']
MAFT-Plus Custom,Open-Vocabulary Panoptic Segmentation,False,aten::add,"[[1, 256, 3500], [1, 256, 1], []]","['float', 'float', 'Scalar']"
MAFT-Plus Custom,Open-Vocabulary Panoptic Segmentation,False,aten::bitwise_not,"[[1, 100, 140]]",['bool']
MAFT-Plus Custom,Open-Vocabulary Panoptic Segmentation,False,aten::add,"[[1, 1, 140], [], []]","['float', 'double', 'Scalar']"
MAFT-Plus Custom,Open-Vocabulary Panoptic Segmentation,False,aten::div,"[[1, 100, 140], [1, 1, 140]]","['float', 'float']"
MAFT-Plus Custom,Open-Vocabulary Panoptic Segmentation,False,aten::mul,"[[1, 100, 140], []]","['float', 'double']"
MAFT-Plus Custom,Open-Vocabulary Panoptic Segmentation,False,aten::add,"[[1, 100, 1], [], []]","['float', 'double', 'Scalar']"
MAFT-Plus Custom,Open-Vocabulary Panoptic Segmentation,False,aten::div,"[[1, 100, 140], [1, 100, 1]]","['float', 'float']"
MAFT-Plus Custom,Open-Vocabulary Panoptic Segmentation,False,aten::mul,"[[1, 100, 140], []]","['float', 'double']"
MAFT-Plus Custom,Open-Vocabulary Panoptic Segmentation,False,aten::div,"[[128], [], []]","['float', 'long int', '']"
MAFT-Plus Custom,Open-Vocabulary Panoptic Segmentation,False,aten::mul,"[[128], []]","['float', 'long int']"
MAFT-Plus Custom,Open-Vocabulary Panoptic Segmentation,False,aten::div,"[[128], []]","['float', 'long int']"
MAFT-Plus Custom,Open-Vocabulary Panoptic Segmentation,False,aten::pow,"[[], [128]]","['float', 'float']"
MAFT-Plus Custom,Open-Vocabulary Panoptic Segmentation,False,aten::div,"[[1, 100, 140, 1], [128]]","['float', 'float']"
MAFT-Plus Custom,Open-Vocabulary Panoptic Segmentation,False,aten::div,"[[1, 100, 140, 1], [128]]","['float', 'float']"
MAFT-Plus Custom,Open-Vocabulary Panoptic Segmentation,False,aten::sin,"[[1, 100, 140, 64]]",['float']
MAFT-Plus Custom,Open-Vocabulary Panoptic Segmentation,False,aten::cos,"[[1, 100, 140, 64]]",['float']
MAFT-Plus Custom,Open-Vocabulary Panoptic Segmentation,False,aten::sin,"[[1, 100, 140, 64]]",['float']
MAFT-Plus Custom,Open-Vocabulary Panoptic Segmentation,False,aten::cos,"[[1, 100, 140, 64]]",['float']
MAFT-Plus Custom,Open-Vocabulary Panoptic Segmentation,False,aten::add,"[[1, 256, 14000], [1, 256, 1], []]","['float', 'float', 'Scalar']"
MAFT-Plus Custom,Open-Vocabulary Panoptic Segmentation,False,aten::norm,"[[1, 875, 768], [], [], []]","['float', 'Scalar', '', 'Scalar']"
MAFT-Plus Custom,Open-Vocabulary Panoptic Segmentation,False,aten::clamp_min,"[[1, 875, 1], []]","['float', 'Scalar']"
MAFT-Plus Custom,Open-Vocabulary Panoptic Segmentation,False,aten::div,"[[1, 875, 768], [1, 875, 768]]","['float', 'float']"
MAFT-Plus Custom,Open-Vocabulary Panoptic Segmentation,False,aten::mm,"[[875, 768], [768, 404]]","['float', 'float']"
MAFT-Plus Custom,Open-Vocabulary Panoptic Segmentation,False,aten::mul,"[[1, 875, 768], [1, 875, 1]]","['float', 'float']"
MAFT-Plus Custom,Open-Vocabulary Panoptic Segmentation,False,aten::norm,"[[100, 1, 768], [], [], []]","['float', 'Scalar', '', 'Scalar']"
MAFT-Plus Custom,Open-Vocabulary Panoptic Segmentation,False,aten::clamp_min,"[[100, 1, 1], []]","['float', 'Scalar']"
MAFT-Plus Custom,Open-Vocabulary Panoptic Segmentation,False,aten::div,"[[100, 1, 768], [100, 1, 768]]","['float', 'float']"
MAFT-Plus Custom,Open-Vocabulary Panoptic Segmentation,False,aten::mm,"[[100, 768], [768, 256]]","['float', 'float']"
MAFT-Plus Custom,Open-Vocabulary Panoptic Segmentation,False,aten::add_,"[[100, 1, 256], [256], []]","['float', 'float', 'Scalar']"
MAFT-Plus Custom,Open-Vocabulary Panoptic Segmentation,False,aten::mm,"[[100, 256], [256, 768]]","['float', 'float']"
MAFT-Plus Custom,Open-Vocabulary Panoptic Segmentation,False,aten::norm,"[[1, 100, 768], [], [], []]","['float', 'Scalar', '', 'Scalar']"
MAFT-Plus Custom,Open-Vocabulary Panoptic Segmentation,False,aten::clamp_min,"[[1, 100, 1], []]","['float', 'Scalar']"
MAFT-Plus Custom,Open-Vocabulary Panoptic Segmentation,False,aten::div,"[[1, 100, 768], [1, 100, 768]]","['float', 'float']"
MAFT-Plus Custom,Open-Vocabulary Panoptic Segmentation,False,aten::mul,"[[], [1, 100, 768]]","['float', 'float']"
MAFT-Plus Custom,Open-Vocabulary Panoptic Segmentation,False,aten::mm,"[[100, 768], [768, 404]]","['float', 'float']"
MAFT-Plus Custom,Open-Vocabulary Panoptic Segmentation,False,aten::bmm,"[[1, 100, 256], [1, 256, 56000]]","['float', 'float']"
MAFT-Plus Custom,Open-Vocabulary Panoptic Segmentation,False,aten::upsample_bilinear2d,"[[1, 100, 200, 280], [], [], [], []]","['float', '', 'Scalar', '', '']"
MAFT-Plus Custom,Open-Vocabulary Panoptic Segmentation,False,aten::sigmoid,"[[1, 100, 25, 35]]",['float']
MAFT-Plus Custom,Open-Vocabulary Panoptic Segmentation,False,aten::lt,"[[8, 100, 875], []]","['float', 'Scalar']"
MAFT-Plus Custom,Open-Vocabulary Panoptic Segmentation,False,aten::eq,"[[8, 100], []]","['long int', 'Scalar']"
MAFT-Plus Custom,Open-Vocabulary Panoptic Segmentation,False,aten::add,"[[100, 1, 256], [100, 1, 256], []]","['float', 'float', 'Scalar']"
MAFT-Plus Custom,Open-Vocabulary Panoptic Segmentation,False,aten::add,"[[875, 1, 256], [875, 1, 256], []]","['float', 'float', 'Scalar']"
MAFT-Plus Custom,Open-Vocabulary Panoptic Segmentation,False,aten::div,"[[8, 100, 32], []]","['float', 'double']"
MAFT-Plus Custom,Open-Vocabulary Panoptic Segmentation,False,aten::_softmax,"[[8, 100, 875], [], []]","['float', 'Scalar', 'Scalar']"
MAFT-Plus Custom,Open-Vocabulary Panoptic Segmentation,False,aten::bmm,"[[8, 100, 875], [8, 875, 32]]","['float', 'float']"
MAFT-Plus Custom,Open-Vocabulary Panoptic Segmentation,False,aten::div,"[[1, 100, 875], []]","['float', 'long int']"
MAFT-Plus Custom,Open-Vocabulary Panoptic Segmentation,False,aten::dropout,"[[100, 1, 256], [], []]","['float', 'Scalar', 'Scalar']"
MAFT-Plus Custom,Open-Vocabulary Panoptic Segmentation,False,aten::add,"[[100, 1, 256], [100, 1, 256], []]","['float', 'float', 'Scalar']"
MAFT-Plus Custom,Open-Vocabulary Panoptic Segmentation,False,aten::native_layer_norm,"[[100, 1, 256], [], [256], [256], []]","['float', '', 'float', 'float', 'Scalar']"
MAFT-Plus Custom,Open-Vocabulary Panoptic Segmentation,False,aten::add,"[[100, 1, 256], [100, 1, 256], []]","['float', 'float', 'Scalar']"
MAFT-Plus Custom,Open-Vocabulary Panoptic Segmentation,False,aten::div,"[[8, 100, 32], []]","['float', 'double']"
MAFT-Plus Custom,Open-Vocabulary Panoptic Segmentation,False,aten::bmm,"[[8, 100, 32], [8, 32, 100]]","['float', 'float']"
MAFT-Plus Custom,Open-Vocabulary Panoptic Segmentation,False,aten::_softmax,"[[8, 100, 100], [], []]","['float', 'Scalar', 'Scalar']"
MAFT-Plus Custom,Open-Vocabulary Panoptic Segmentation,False,aten::bmm,"[[8, 100, 100], [8, 100, 32]]","['float', 'float']"
MAFT-Plus Custom,Open-Vocabulary Panoptic Segmentation,False,aten::div,"[[1, 100, 100], []]","['float', 'long int']"
MAFT-Plus Custom,Open-Vocabulary Panoptic Segmentation,False,aten::dropout,"[[100, 1, 256], [], []]","['float', 'Scalar', 'Scalar']"
MAFT-Plus Custom,Open-Vocabulary Panoptic Segmentation,False,aten::add,"[[100, 1, 256], [100, 1, 256], []]","['float', 'float', 'Scalar']"
MAFT-Plus Custom,Open-Vocabulary Panoptic Segmentation,False,aten::native_layer_norm,"[[100, 1, 256], [], [256], [256], []]","['float', '', 'float', 'float', 'Scalar']"
MAFT-Plus Custom,Open-Vocabulary Panoptic Segmentation,False,aten::clamp_min,"[[100, 1, 2048], []]","['float', 'Scalar']"
MAFT-Plus Custom,Open-Vocabulary Panoptic Segmentation,False,aten::dropout,"[[100, 1, 2048], [], []]","['float', 'Scalar', 'Scalar']"
MAFT-Plus Custom,Open-Vocabulary Panoptic Segmentation,False,aten::dropout,"[[100, 1, 256], [], []]","['float', 'Scalar', 'Scalar']"
MAFT-Plus Custom,Open-Vocabulary Panoptic Segmentation,False,aten::add,"[[100, 1, 256], [100, 1, 256], []]","['float', 'float', 'Scalar']"
MAFT-Plus Custom,Open-Vocabulary Panoptic Segmentation,False,aten::native_layer_norm,"[[100, 1, 256], [], [256], [256], []]","['float', '', 'float', 'float', 'Scalar']"
MAFT-Plus Custom,Open-Vocabulary Panoptic Segmentation,False,aten::mm,"[[100, 256], [256, 768]]","['float', 'float']"
MAFT-Plus Custom,Open-Vocabulary Panoptic Segmentation,False,aten::norm,"[[1, 100, 768], [], [], []]","['float', 'Scalar', '', 'Scalar']"
MAFT-Plus Custom,Open-Vocabulary Panoptic Segmentation,False,aten::clamp_min,"[[1, 100, 1], []]","['float', 'Scalar']"
MAFT-Plus Custom,Open-Vocabulary Panoptic Segmentation,False,aten::div,"[[1, 100, 768], [1, 100, 768]]","['float', 'float']"
MAFT-Plus Custom,Open-Vocabulary Panoptic Segmentation,False,aten::mul,"[[], [1, 100, 768]]","['float', 'float']"
MAFT-Plus Custom,Open-Vocabulary Panoptic Segmentation,False,aten::mm,"[[100, 768], [768, 404]]","['float', 'float']"
MAFT-Plus Custom,Open-Vocabulary Panoptic Segmentation,False,aten::bmm,"[[1, 100, 256], [1, 256, 56000]]","['float', 'float']"
MAFT-Plus Custom,Open-Vocabulary Panoptic Segmentation,False,aten::upsample_bilinear2d,"[[1, 100, 200, 280], [], [], [], []]","['float', '', 'Scalar', '', '']"
MAFT-Plus Custom,Open-Vocabulary Panoptic Segmentation,False,aten::sigmoid,"[[1, 100, 50, 70]]",['float']
MAFT-Plus Custom,Open-Vocabulary Panoptic Segmentation,False,aten::lt,"[[8, 100, 3500], []]","['float', 'Scalar']"
MAFT-Plus Custom,Open-Vocabulary Panoptic Segmentation,False,aten::eq,"[[8, 100], []]","['long int', 'Scalar']"
MAFT-Plus Custom,Open-Vocabulary Panoptic Segmentation,False,aten::add,"[[100, 1, 256], [100, 1, 256], []]","['float', 'float', 'Scalar']"
MAFT-Plus Custom,Open-Vocabulary Panoptic Segmentation,False,aten::add,"[[3500, 1, 256], [3500, 1, 256], []]","['float', 'float', 'Scalar']"
MAFT-Plus Custom,Open-Vocabulary Panoptic Segmentation,False,aten::div,"[[8, 100, 32], []]","['float', 'double']"
MAFT-Plus Custom,Open-Vocabulary Panoptic Segmentation,False,aten::_softmax,"[[8, 100, 3500], [], []]","['float', 'Scalar', 'Scalar']"
MAFT-Plus Custom,Open-Vocabulary Panoptic Segmentation,False,aten::bmm,"[[8, 100, 3500], [8, 3500, 32]]","['float', 'float']"
MAFT-Plus Custom,Open-Vocabulary Panoptic Segmentation,False,aten::div,"[[1, 100, 3500], []]","['float', 'long int']"
MAFT-Plus Custom,Open-Vocabulary Panoptic Segmentation,False,aten::dropout,"[[100, 1, 256], [], []]","['float', 'Scalar', 'Scalar']"
MAFT-Plus Custom,Open-Vocabulary Panoptic Segmentation,False,aten::add,"[[100, 1, 256], [100, 1, 256], []]","['float', 'float', 'Scalar']"
MAFT-Plus Custom,Open-Vocabulary Panoptic Segmentation,False,aten::native_layer_norm,"[[100, 1, 256], [], [256], [256], []]","['float', '', 'float', 'float', 'Scalar']"
MAFT-Plus Custom,Open-Vocabulary Panoptic Segmentation,False,aten::add,"[[100, 1, 256], [100, 1, 256], []]","['float', 'float', 'Scalar']"
MAFT-Plus Custom,Open-Vocabulary Panoptic Segmentation,False,aten::div,"[[8, 100, 32], []]","['float', 'double']"
MAFT-Plus Custom,Open-Vocabulary Panoptic Segmentation,False,aten::bmm,"[[8, 100, 32], [8, 32, 100]]","['float', 'float']"
MAFT-Plus Custom,Open-Vocabulary Panoptic Segmentation,False,aten::_softmax,"[[8, 100, 100], [], []]","['float', 'Scalar', 'Scalar']"
MAFT-Plus Custom,Open-Vocabulary Panoptic Segmentation,False,aten::bmm,"[[8, 100, 100], [8, 100, 32]]","['float', 'float']"
MAFT-Plus Custom,Open-Vocabulary Panoptic Segmentation,False,aten::div,"[[1, 100, 100], []]","['float', 'long int']"
MAFT-Plus Custom,Open-Vocabulary Panoptic Segmentation,False,aten::dropout,"[[100, 1, 256], [], []]","['float', 'Scalar', 'Scalar']"
MAFT-Plus Custom,Open-Vocabulary Panoptic Segmentation,False,aten::add,"[[100, 1, 256], [100, 1, 256], []]","['float', 'float', 'Scalar']"
MAFT-Plus Custom,Open-Vocabulary Panoptic Segmentation,False,aten::native_layer_norm,"[[100, 1, 256], [], [256], [256], []]","['float', '', 'float', 'float', 'Scalar']"
MAFT-Plus Custom,Open-Vocabulary Panoptic Segmentation,False,aten::clamp_min,"[[100, 1, 2048], []]","['float', 'Scalar']"
MAFT-Plus Custom,Open-Vocabulary Panoptic Segmentation,False,aten::dropout,"[[100, 1, 2048], [], []]","['float', 'Scalar', 'Scalar']"
MAFT-Plus Custom,Open-Vocabulary Panoptic Segmentation,False,aten::dropout,"[[100, 1, 256], [], []]","['float', 'Scalar', 'Scalar']"
MAFT-Plus Custom,Open-Vocabulary Panoptic Segmentation,False,aten::add,"[[100, 1, 256], [100, 1, 256], []]","['float', 'float', 'Scalar']"
MAFT-Plus Custom,Open-Vocabulary Panoptic Segmentation,False,aten::native_layer_norm,"[[100, 1, 256], [], [256], [256], []]","['float', '', 'float', 'float', 'Scalar']"
MAFT-Plus Custom,Open-Vocabulary Panoptic Segmentation,False,aten::mm,"[[100, 256], [256, 768]]","['float', 'float']"
